70965.4,69947.5,72154.1,71001.7,74371.6,74665.4,71592.9,71937.4,75725.7,73988.3,74550,75212.6,71840.2,71218.9,68831.7,67750.1,71615,73060.2,73148,70569.7,69735.1,71908.2,68662.1,76440,72434.8,71143.1,69616.3,73789.5,73747.4,75188.4,72302.4,69333.3,74705.2,73112.9,74037.5,71371,76293.2,72499.7,71050.7,70957.3,71678.2,72561.8,72875.8,75352.9,72431.3,68933.5,73318.2,73357.7,70297.1,74485.9,72027.9,70268.4,74563.2,74388.9,74131.8,73272,68652,73697.1,72179.6,75008.1,71764.9,74657.2,75899.5,74535,72272.7,73679,75651.1,72150.8,73869.5,75447,70207.7,69194.3,70658.1,68885.4,73596.3
70965.4,71169.3,72154.1,71001.7,74371.6,73489.4,70832.1,71979.8,69726.6,69796.4,74823.5,70051,72761.6,71218.9,69890.1,67750.1,72608.9,73949.7,73148,70569.7,69735.1,72938.3,70008.7,70845.6,71560.9,74667.5,69616.3,73789.5,73031,73817.5,72302.4,69333.3,72612.2,73112.9,74217.8,71371,72641.4,71748.6,71145.1,68636.3,69843.6,70118.6,75068.5,73303.6,70055.1,68933.5,73318.2,72611,70950.5,73386,70291.7,70268.4,70194.3,74388.9,71550.6,73272,70159.4,72692,72179.6,75865.5,72212.4,69655,71485,74535,71409.4,74402.3,75651.1,72150.8,67931.6,67989.4,70207.7,69194.3,72913.8,68885.4,69337.4
73133.8,72610.3,72154.1,71001.7,77579.8,73489.4,70832.1,70470.3,74073,73460.7,73222.3,70051,72208.8,74385.1,69890.1,71871.3,73983.4,72148.5,73148,70569.7,69735.1,73092.8,70008.7,74956.7,70163.5,73419.8,69616.3,73789.5,72590.5,69809.9,72302.4,70533.1,72612.2,73112.9,72822.9,71371,72641.4,74409.2,68723.4,68636.3,76787.3,69952.9,72759.9,71319.3,68796.8,68933.5,73318.2,72611,70950.5,70525.8,71899.8,70268.4,72679.1,69599.7,73301.5,73272,70159.4,68485.1,72179.6,74235.4,71864.6,70245.3,73206.5,75664.6,66566.9,73864.4,75651.1,72150.8,67931.6,67989.4,72567.1,70702.5,74737.3,68885.4,72619.1
73133.8,72060.6,72154.1,71001.7,71274.8,71811,74107.2,70036.3,74073,73460.7,72181.4,72700.8,69240.2,69722.3,69890.1,71871.3,72512.6,72148.5,73148,70569.7,69735.1,73092.8,70008.7,72078.2,73582.5,73419.8,69616.3,73789.5,72227.3,69453.6,72302.4,70533.1,72612.2,73112.9,72822.9,71371,72641.4,72288.8,69259.5,70667.5,76787.3,71398,72759.9,73871.3,69445.3,68933.5,73318.2,72611,70950.5,70525.8,70160.5,73027.1,70207.8,70439.5,72549.9,73272,71652.7,68485.1,72179.6,74235.4,72242.1,69828.4,73206.5,73187.4,69516.7,74733.9,75651.1,72150.8,71309.1,67989.4,72567.1,70702.5,72039.8,68885.4,73822
73133.8,72060.6,72154.1,71001.7,71274.8,71824.5,74107.2,72771.1,74073,73460.7,70733,70276,72668.4,69722.3,71111,71871.3,71813.1,72148.5,73148,72427.3,69735.1,73092.8,70008.7,71916.6,72267.2,73419.8,69616.3,73789.5,71079.3,73722.9,72302.4,70533.1,72612.2,73112.9,70202.9,71371,72641.4,72288.8,69259.5,70667.5,71185.2,71398,70102.9,70418.9,71218.6,68933.5,73318.2,72611,70950.5,70525.8,69755,73027.1,70207.8,71963,72198.8,73272,71652.7,68485.1,72179.6,74235.4,72242.1,73381.1,73575.9,73187.4,69516.7,74277.5,75651.1,72150.8,74186.2,71321.9,72567.1,72789.2,72365.4,71089.3,70833.7
73133.8,72060.6,72154.1,72136.9,72970.5,71824.5,74107.2,73257,74073,73460.7,70733,73279.8,76657.9,72774.9,71111,71871.3,72773.6,72868.3,73148,77260.4,69735.1,73092.8,70008.7,71916.6,72993,73419.8,70084.2,73789.5,70678.9,73536.4,73037.4,72635,72612.2,73112.9,74481.5,74611.1,72641.4,72288.8,69259.5,70667.5,70044.8,71398,69540.8,74772.6,72156.9,68933.5,73318.2,72611,70950.5,70843.4,72891.4,73027.1,70207.8,72693,73366.8,73272,71652.7,71844.6,76542.3,74235.4,72242.1,73381.1,73575.9,70832,69516.7,74277.5,75651.1,72150.8,74186.2,71321.9,74473.7,72789.2,74854.9,71562.3,70833.7
73133.8,72060.6,73434.2,72136.9,73720.5,71824.5,74107.2,73257,74073,73460.7,70733,73279.8,76657.9,72774.9,71111,71871.3,72773.6,72868.3,75841.6,77260.4,69735.1,73092.8,75175.2,71916.6,72993,73982.5,72943,73789.5,70723.7,73536.4,73037.4,72635,75236.6,73112.9,71226.1,74611.1,72641.4,72288.8,74053,70667.5,73398.5,73717.5,73943.6,74772.6,75221.1,69791.6,73318.2,72611,71059.6,72968.9,73527.4,73027.1,72911.1,72693,74160,73272,71652.7,71844.6,76542.3,74235.4,72242.1,73381.1,73575.9,75051.8,71952.8,74277.5,75651.1,76201,74186.2,72298.3,77135.8,73570.2,72749.9,74519.5,70833.7
73133.8,77276.7,73434.2,72136.9,73720.5,74688.6,74107.2,73257,74073,75869.7,70733,78329.6,76657.9,72774.9,71111,72733.4,74754.5,72868.3,75841.6,77260.4,74579.1,74076.5,75175.2,72351.6,72993,73982.5,73621.9,73789.5,73237.9,73735.5,73037.4,74548.8,75236.6,73112.9,72855.7,74611.1,72641.4,72288.8,74053,72515.4,73398.5,74887.9,73943.6,74772.6,75221.1,69791.6,73318.2,74933.1,73467.3,73209.4,72766.5,74917.7,76321.8,72693,74160,73970.9,71652.7,75127.3,76542.3,74235.4,72242.1,73381.1,73575.9,75051.8,73664.7,74277.5,75651.1,76201,74186.2,72298.3,77657.3,76280.2,75438,74519.5,72123.1
73133.8,77276.7,73434.2,72993.4,74303.8,74688.6,74107.2,75393.8,76340.2,75869.7,70733,78329.6,76657.9,72774.9,71111,74244.8,74754.5,73696.2,75841.6,77260.4,74579.1,78163.9,75175.2,72351.6,73939.7,73982.5,73621.9,76153.9,73237.9,75146.9,74793,74548.8,75236.6,73112.9,72855.7,74611.1,72641.4,72975.7,74053,72515.4,77596.9,74887.9,73943.6,75358.9,75221.1,74199.4,73365.5,76784.2,73467.3,74515.6,74896.6,77521.2,76321.8,72693,74160,73970.9,74749.2,77401.5,76542.3,74235.4,73561.1,73381.1,73575.9,75051.8,73664.7,74277.5,75651.1,76201,74186.2,72298.3,77657.3,76280.2,75438,76617.2,72123.1
73133.8,77276.7,74207.4,72993.4,74303.8,76334.3,74107.2,75393.8,76340.2,75869.7,74424.9,78329.6,76657.9,75195.4,73269.3,74244.8,74754.5,73696.2,75841.6,77260.4,74579.1,78163.9,75175.2,72351.6,73939.7,75619.1,73621.9,76153.9,77711,75146.9,74793,78098.4,75236.6,73112.9,72855.7,74611.1,74056.5,72975.7,74053,76530.1,77596.9,74887.9,73943.6,75358.9,76178.7,75825.5,73365.5,76784.2,76085.9,74515.6,74896.6,77521.2,76321.8,73064.3,74160,73970.9,74749.2,77401.5,76542.3,74235.4,75795.3,73381.1,73575.9,75083.6,73664.7,74277.5,75651.1,76201,74186.2,74212.5,77657.3,76280.2,73939.2,76617.2,72123.1
